Sample_ID,Fault_Type,Windmill,Resistance,Bus_Type,Split,V_A,V_B,V_C,I_A,I_B,I_C
2518,LLL-G,WM1,50,Generator_690V,Train,0.012160813991815247,-0.043021422986391354,0.02674380938875301,9.936596230719287,11.151085025543981,10.730735194477845
2519,LLL-G,WM3,0.01,Generator_690V,Train,-0.021648663855274048,0.024856437954647564,0.004246227284997953,10.108134630311799,8.227022416709497,7.4823079678125595
2520,Normal,WM1,N/A,Generator_690V,Train,1.0684315778766174,1.0257127378008917,0.9433607524366128,0.5509689231224656,0.49674961069423107,0.5506915720136311
2521,LL-G,WM3,10,Collector_33kV,Train,0.1585216238442331,0.12985300754303633,1.1563232293808325,6.1520668642257474,6.567566502553317,0.3257606832981842
2522,Normal,WM1,N/A,Generator_690V,Train,0.9517538269709948,1.0286028720857072,1.017518510819317,0.41856018125536765,0.5830498133985952,0.4959795265463621
2523,L-G,WM3,0.01,Generator_690V,Train,0.1351609127428372,1.1567291642406123,1.1631933010451472,4.765669745260101,0.4992225055547025,0.4636736460863283
2524,LLL-G,WM2,0.01,Collector_33kV,Train,0.0036799627409867175,0.016744574018864283,-0.0015042142007520715,10.515116999503082,10.118143540778124,9.881562020216347
2525,LLL,WM1,50,PCC_132kV,Train,0.40824973658781755,0.4009860060795622,0.3357911256820733,6.913523926810231,7.141494001573336,6.686541318183399
2526,LLL,WM1,50,PCC_132kV,Validation,0.39854612544870094,0.41921049004394983,0.4243243199105058,7.612134898698238,7.086455902213321,6.768380365547399
2527,LL-G,WM3,0.01,Generator_690V,Test,0.1725711909398115,-0.0046612837472581325,1.2364960598452455,5.2359797959953225,5.723708245938724,0.5088184719158125
2528,Normal,WM2,N/A,Collector_33kV,Validation,1.034302572999922,0.9968904491500344,0.9577837981408465,0.6500843030280379,0.4094202786628852,0.44980080398187955
2529,Normal,WM1,N/A,Generator_690V,Train,1.0529212243424795,1.0562176679935251,1.0051242321079104,0.6352800534896725,0.3220561074576569,0.6106461770812072
2530,LLL,WM2,0.01,PCC_132kV,Train,0.4044687309321151,0.3703733759965518,0.34169928053121235,7.837540209927698,6.738762277701093,7.484551376920318
2531,L-G,WM2,10,Generator_690V,Test,0.11621829871219003,1.2155740409480147,1.1302660145669747,5.444419409769996,0.33876318819095164,0.3556586936981426
2532,Normal,WM1,N/A,Generator_690V,Train,0.9120630256788442,0.9832961384510029,0.9758586204596541,0.45334259287972234,0.44669959181736657,0.37497839741051986
2533,L-G,WM3,0.01,Collector_33kV,Validation,0.04399005992794103,1.092929210388639,1.163919284766044,5.451245827778924,0.5143423187534584,0.485687360252866
2534,Normal,WM1,N/A,Generator_690V,Train,0.9408370743667113,1.02823029629468,0.9109420792767183,0.437132975296914,0.42336473907349836,0.4577504104567566
2535,Normal,WM1,N/A,Generator_690V,Train,0.8980383911119949,0.9490167830653942,0.8884765990437771,0.238186680130772,0.49212115999197004,0.6027718748779534
2536,LL-G,WM3,0.01,Generator_690V,Train,0.16641177830801274,0.1820322160004927,1.1399576703102152,5.51773720335834,5.587179683961433,0.5580073529700014
2537,LLL,WM1,50,Generator_690V,Train,0.4603833826710025,0.3975915684480653,0.4071400269694501,6.576445421698322,8.214090615080444,7.248092318541715
2538,LLL,WM2,0.01,PCC_132kV,Train,0.41770611093241744,0.46704752112051456,0.4609283850264904,5.206890214632568,8.789057115237277,8.600424078942359
2539,LL-G,WM1,10,Generator_690V,Test,0.21101498915025432,0.08136604501444651,1.1479694660057747,4.615485559224317,6.228901256250061,0.44507665853192735
2540,L-G,WM1,50,Generator_690V,Validation,0.0633304314542941,1.1750119175349119,1.205616341219513,5.476295253976023,0.3138180740478279,0.3262671937435807
2541,LLL,WM2,10,Generator_690V,Test,0.28336869088305877,0.40053550138395155,0.4106599089957576,4.893387311979732,8.1583195799834,7.737455098876968
2542,LL-G,WM1,0.01,Collector_33kV,Validation,0.12888394709448983,0.1843419066632569,1.1476927999621163,5.317186596858121,5.2369468890981254,0.5261712832685124
2543,LL-G,WM3,50,Collector_33kV,Validation,0.19091433793807544,0.1799458002235455,1.107701277262837,5.843311869489813,6.0173760433971255,0.5108111974560164
2544,L-G,WM2,0.01,Generator_690V,Train,0.05704478629749297,1.087584859906534,1.172752254712111,5.193913671004479,0.6120818648830796,0.4630582828713635
2545,LLL-G,WM3,0.01,PCC_132kV,Train,0.044295033452757135,0.00737784576522885,-0.017062620247396035,10.21444129827616,10.81931696306708,10.59769881355436
2546,L-G,WM2,0.01,Collector_33kV,Train,0.06377338654828756,1.154708823458682,1.2411196416275698,5.688683289390576,0.5684269955660775,0.7064494389843675
2547,LLL,WM2,0.01,PCC_132kV,Train,0.49738548212371203,0.389140472490052,0.399371117512883,7.5104416855090985,7.01715688013233,6.386125568226857
2548,L-G,WM2,0.01,Generator_690V,Test,0.08381586229794062,1.1870166711278238,1.204326527894941,5.189176984676364,0.40738141235759867,0.5663803578706365
2549,Normal,WM3,N/A,PCC_132kV,Test,0.9865296582777721,0.9988223924562881,1.0113342124247298,0.35184192284486315,0.43631547857296105,0.5315522940920253
2550,LLL-G,WM3,0.01,PCC_132kV,Train,-0.016526692816257772,0.006093367093015005,0.007911809945724409,10.05035035508401,9.464748459109163,9.40802372361943
2551,LLL,WM1,0.01,PCC_132kV,Train,0.30467269480077896,0.4105242214686794,0.4113015549748752,6.716813549514767,6.9620072144087795,6.680191034076734
2552,LLL-G,WM2,50,PCC_132kV,Train,0.02059939299554133,-0.0037850513611199323,-0.009521770135634617,9.477717624467967,10.306941975224357,9.041667703930393
2553,LLL-G,WM1,0.01,PCC_132kV,Test,-0.0019129479705935163,0.06031932440496868,-0.0005575259984626316,11.268314413157494,8.587539948683155,9.817197643525095
2554,LL-G,WM1,50,PCC_132kV,Train,0.08846016968717864,0.12281534784438078,1.14264978169341,5.472072179826154,5.59620578254108,0.6045492222570775
2555,Normal,WM1,N/A,Generator_690V,Train,1.035877112789798,0.9912822871048582,0.9719221126834687,0.36605302250422433,0.574101695133645,0.49521410723472425
2556,LLL,WM1,50,PCC_132kV,Train,0.44790713128543624,0.3417214832360042,0.4331654746042198,8.613839260242633,7.874206021521327,5.9017376479869155
2557,LLL,WM2,50,Generator_690V,Validation,0.3217840580754317,0.41104241424023724,0.5067001009329285,5.871117092067602,6.393894944467671,6.221607689925124
2558,LL-G,WM3,0.01,Collector_33kV,Train,0.13577479476742954,0.2000274162850769,1.2500198456661835,5.584166701973157,5.872844942361013,0.4896307606331326
2559,LLL,WM1,0.01,Collector_33kV,Train,0.4711719988434911,0.484802200806906,0.43262203352134887,7.2738687226602154,8.36825166273048,8.009778479171231
2560,LLL,WM3,50,Generator_690V,Train,0.3861000476958425,0.3595692822890266,0.3748743085483866,8.329881308210041,7.633138030019298,6.777790216051331
2561,LLL-G,WM2,10,Collector_33kV,Train,0.02365983091831398,0.0038590893805480696,0.01554834230651891,10.417010252275462,10.090680682590007,9.298078457293556
2562,L-G,WM1,10,Collector_33kV,Train,0.08667263478596264,1.139274871658789,1.176158001670108,5.85676486467014,0.5661138013338036,0.47902018396454693
2563,Normal,WM3,N/A,PCC_132kV,Test,1.0751178526048015,1.011265396102047,0.9723455091542934,0.5135190340987386,0.47118497375774837,0.5251003543150147
2564,L-G,WM1,0.01,PCC_132kV,Train,0.067460317246577,1.1775563302043477,1.098696595862942,4.190040098405783,0.5111514224253881,0.5698123605406357
2565,Normal,WM1,N/A,Generator_690V,Train,1.0037047390209888,0.981523653558332,1.0347931919546893,0.46737662955586406,0.5150474498773902,0.5179414171048842
2566,L-G,WM1,10,Collector_33kV,Train,0.062091809025003594,1.1020133832583532,1.141013374299494,5.174143123833409,0.399098976891514,0.4478456821872432
2567,L-G,WM2,0.01,Generator_690V,Train,0.08856078280403093,1.0668155010901808,1.1535832069875425,5.141661796267833,0.297712384277091,0.4199322257120812
2568,LLL,WM2,10,PCC_132kV,Train,0.4192138778058047,0.4133527575132968,0.3895673523488441,7.165169543821823,6.776214727973895,5.891114937184804
2569,Normal,WM1,N/A,Generator_690V,Train,1.0814307772785645,0.9934263702164166,1.0586721138316222,0.3654664512584759,0.5157634558440944,0.3483337453714078
2570,Normal,WM1,N/A,Generator_690V,Train,0.9309949270892555,1.0413023585720753,0.9863727639319095,0.47188359575354427,0.5194955092412188,0.4650738114652039
2571,L-G,WM1,0.01,Generator_690V,Train,0.10838457674297806,1.17785148112439,1.1848315750608873,4.531740077097254,0.5316435683426453,0.6704129629532842
2572,LLL,WM2,0.01,Collector_33kV,Validation,0.3006920035764012,0.3988252879544434,0.35494366915953973,5.726451846647041,7.225523728177754,5.4422330922912625
2573,LL-G,WM3,0.01,Generator_690V,Train,0.11816281885305957,0.18715986724624667,1.164161767364222,6.695285078787888,5.678075614463165,0.5801091839160231
2574,LLL-G,WM1,10,PCC_132kV,Train,-0.01446883369600204,0.052161928957910726,-0.0006146365717552245,9.865477519269506,9.134828712867398,9.705217765019967
2575,Normal,WM3,N/A,PCC_132kV,Test,0.9148308780322423,0.9781617881380891,0.982970064654507,0.5505337147647349,0.49758708895450265,0.661652165451375
2576,L-G,WM1,0.01,Generator_690V,Train,0.08418517318175778,1.2372005117037865,1.1818666520636096,5.289792110881869,0.4205718152864965,0.3857725346079727
2577,LLL,WM3,50,PCC_132kV,Train,0.436478158264657,0.3975456302631744,0.3380380926244577,9.218089026484495,7.501507282797289,5.822648949782591
2578,LLL,WM3,10,Generator_690V,Train,0.42081511060383353,0.39664361253331043,0.278376191879365,8.264469965636948,6.657982340771033,6.357973561412236
2579,LLL-G,WM2,50,Generator_690V,Train,0.000121337426332846,0.04125614642779561,0.006344649297701387,9.532449826066015,9.379391498360862,9.43346328159116
2580,Normal,WM2,N/A,Collector_33kV,Validation,0.9972226150551691,0.919671144963066,1.0250071516556942,0.5527839349915588,0.5510600690410313,0.4340675865222832
2581,L-G,WM3,50,PCC_132kV,Train,0.15793335116706508,1.1001977529915052,1.1584770205109143,4.254958662211691,0.6094969569696079,0.46458787643226496
2582,LLL-G,WM1,50,Generator_690V,Validation,0.044217593840323074,0.009233010801192872,0.03027285377739669,10.335808527656184,10.686103534556645,11.87396350697834
2583,LL-G,WM1,10,Generator_690V,Train,0.1543980779308971,0.13455192645826797,1.1125530921722826,6.5144066620190335,5.600815683553109,0.4686647244181142
2584,LLL-G,WM3,0.01,Collector_33kV,Train,-0.0034640687555808447,-0.004199777503129807,0.011256471316729067,10.035519428682079,7.886160817718681,8.632566973170094
2585,LL-G,WM1,50,Collector_33kV,Train,0.1341960125298109,0.12891201924041507,1.1744178072542708,5.652665906119699,6.852397078812293,0.6967321961495189
2586,L-G,WM2,10,Generator_690V,Train,0.12540438572103935,1.2111097090053398,1.1560174957688585,4.672907837119836,0.5014033733881851,0.530603328236351
2587,L-G,WM1,10,PCC_132kV,Train,0.020457707157065214,1.1521711704408204,1.1860228447538035,4.000456093551096,0.43004173035026827,0.4063765794242552
2588,Normal,WM2,N/A,Collector_33kV,Validation,1.0192032724469653,1.0874791952102711,0.9321532215150212,0.31003297191411183,0.4204344866174192,0.4681698985895666
2589,Normal,WM1,N/A,Generator_690V,Train,0.9983652625952953,1.0690727039345242,1.011157652737385,0.48717365195161694,0.6399417926653883,0.44583792366908126
2590,Normal,WM1,N/A,Generator_690V,Train,0.8966278949980062,0.935386865244719,1.0275942985911077,0.36166592230283895,0.4763462616631465,0.49129847766818624
2591,LLL-G,WM1,0.01,Collector_33kV,Validation,0.012668395940279902,0.00032022888477333775,-0.013582951742891322,8.171356848318554,8.691043408013101,11.001736681523353
2592,LLL-G,WM1,10,PCC_132kV,Train,0.011890499105920034,-0.00801654216674149,-0.008109648605986265,8.81133265606256,10.869806789956986,9.295325653815855
2593,L-G,WM3,50,Collector_33kV,Train,0.12618638827069267,1.0832154239153462,1.1070706887185007,5.779313258481407,0.6797838733090471,0.565060495363141
2594,LLL,WM3,10,Generator_690V,Test,0.4308661633395326,0.4357154441885326,0.37691989542226,6.818203187286601,7.8274927349331,7.002974775958859
2595,L-G,WM1,50,Collector_33kV,Train,0.13027719912927915,1.0934247349323918,1.2347757909624928,4.884225253027353,0.5576446492603006,0.46934054753577475
2596,Normal,WM1,N/A,Generator_690V,Train,0.9955439980243606,1.0344853902622597,1.0340115104208814,0.5901728697140274,0.3688450862101318,0.4416877168675702
2597,L-G,WM1,10,Collector_33kV,Test,0.07826325159379044,1.1507892386680325,1.0476416557418264,6.083442017408156,0.13449134848958938,0.5663910327566857
2598,LLL-G,WM1,0.01,PCC_132kV,Validation,-0.04057077730939189,0.009220038449957954,0.0028142227702412374,11.565491580852214,9.811797268798024,10.390978667028994
2599,LLL,WM1,0.01,PCC_132kV,Train,0.4474808311802414,0.3450939329489693,0.3297781193066717,7.6551632620407695,8.018263299326525,6.682765566511479
2600,Normal,WM1,N/A,Generator_690V,Train,0.9347765249747574,0.9748512614724328,0.9031623648748768,0.5784146416353498,0.5188073356991774,0.548674150215806
2601,L-G,WM2,50,PCC_132kV,Test,0.025240120634842225,1.1297768856037946,1.2227704741086014,5.401474963259748,0.45136082312091336,0.5585984179750518
2602,LL-G,WM2,0.01,PCC_132kV,Train,0.20660668462284876,0.20486163928321782,1.2255273607946833,6.396768817201258,6.390271741668486,0.45631584013601123
2603,LLL,WM1,50,Collector_33kV,Train,0.40892544347493176,0.4344336878287196,0.4048526664042432,7.663728928055176,6.7898887962239485,7.558785619055038
2604,LLL-G,WM2,50,PCC_132kV,Train,0.00892456721412961,0.013475896291252051,0.04243121654102361,10.444539646657145,9.118408509416275,10.77643175490429
2605,L-G,WM1,0.01,Collector_33kV,Train,0.10040333797055681,1.084354351162088,1.1477407235787418,5.224049106675512,0.36159110079875767,0.475698786937417
2606,Normal,WM1,N/A,Generator_690V,Train,1.033483627441502,1.0131743607665529,0.961932236509553,0.4101972773675542,0.4148819517552515,0.5197313412290266
2607,LLL,WM2,50,Generator_690V,Train,0.3894645964985832,0.40345672314583675,0.37452626243063986,7.513416867892767,6.619479454898682,6.251335771626711
2608,Normal,WM1,N/A,Generator_690V,Train,1.0183299123048424,1.0147112064506747,0.9560868373588267,0.42339547975996,0.5665334534508875,0.5773547615107018
2609,LLL-G,WM1,0.01,PCC_132kV,Train,-0.024750606086799735,-0.024483780218510845,-0.026693861108334306,9.232338482774432,10.5405860564261,11.836479927627153
2610,LLL-G,WM2,50,Generator_690V,Train,0.012658047194597571,0.05228932632329935,0.0038030531056121556,9.552538431512858,8.671191243897093,10.471503747782252
2611,L-G,WM2,50,Generator_690V,Train,0.0996145674258878,1.0652980359387296,1.2001289907135797,4.7068861528595,0.42002020622796915,0.6710658672590986
2612,Normal,WM3,N/A,PCC_132kV,Test,0.9530060106836322,0.9882796099841838,1.0049943477204606,0.45387329495016926,0.7209605576042377,0.39490588338110394
2613,LLL,WM1,50,PCC_132kV,Validation,0.35945465767002094,0.3118638680071696,0.34572391233383065,5.894604180238708,6.915671234147348,7.9811628194451805
2614,LL-G,WM3,50,Collector_33kV,Train,0.10606659524141787,0.1616006919703832,1.1084613617558168,6.607436426452088,5.260068508913927,0.43150008756676983
2615,LL-G,WM2,0.01,PCC_132kV,Train,0.06343420320944936,0.2022348584184071,1.2476655154883005,6.309274245792878,5.562093297616296,0.4899507880556062
2616,Normal,WM1,N/A,Generator_690V,Train,0.9743066541331653,0.9608117167206802,1.0240372289883992,0.27472066052686606,0.421342790844215,0.4659659517117097
2617,LLL-G,WM2,0.01,Collector_33kV,Train,0.0023542885014408597,-0.015619650502252199,0.027288760685087256,8.965638908376018,8.632468975760037,9.524289031548996
2618,L-G,WM1,0.01,Collector_33kV,Test,0.04391768817334027,1.1076640336036747,1.1681920217146307,4.47682498215629,0.4855267601081464,0.43346641965665583
2619,LLL,WM2,10,Generator_690V,Train,0.37784428947615417,0.41899191236484956,0.2948247301744932,7.259326096895723,6.074537036088945,6.890924277961307
2620,LL-G,WM3,50,PCC_132kV,Train,0.08213580901442212,0.03055129628236314,1.127950959232046,6.149463741520948,6.428724514667456,0.4271981094489427
2621,LL-G,WM3,50,PCC_132kV,Train,0.19970840231506595,0.1549242548509731,1.1802258180506657,6.549161538859202,6.4843434219022535,0.37513435661061656
2622,L-G,WM2,10,Generator_690V,Train,0.02743903918700323,1.1596904504165557,1.16730172054554,5.261485786948473,0.5354048508587547,0.6348870470548738
2623,L-G,WM1,10,Collector_33kV,Train,0.09562232267732804,1.149679962369843,1.1777127238013259,4.9642429953635085,0.5261365742113574,0.6174933242628041
2624,L-G,WM1,0.01,Collector_33kV,Train,0.08834614039745892,1.124938102124996,1.1904527144543888,4.3303648422573495,0.6077873076564803,0.677088220766044
2625,L-G,WM2,50,Generator_690V,Train,0.07913673173388032,1.160094359714574,1.133558458670638,4.241570791745841,0.5636598377508667,0.5174056039343021
2626,LL-G,WM1,10,Generator_690V,Train,0.1015221328341889,0.07112954565153135,1.179586744500219,6.384758989978707,5.307458652173577,0.5727602354257875
2627,LLL-G,WM3,50,Collector_33kV,Train,-0.022302748394881743,-0.053726401727679875,0.012292468492377969,9.370423188598048,9.75040648425765,10.078928898758875
2628,LLL-G,WM1,10,Generator_690V,Train,-0.02380905783116876,-0.0016359555416142737,-0.00264287549584726,11.229400850305332,9.83386327225685,12.302172137803915
2629,LLL,WM1,0.01,PCC_132kV,Test,0.4603247309760993,0.4056959945030001,0.3825330606310687,8.168572561273928,5.665939369587909,7.366639778034042
2630,LL-G,WM2,10,Generator_690V,Test,0.16989222077603544,0.14871057462566184,1.1719279946622236,5.393452868221295,6.349302424345652,0.19373512863153014
2631,L-G,WM2,50,Collector_33kV,Train,0.09582946326267194,1.2020013359931343,1.2017399565263118,4.520648135428208,0.5574746929125505,0.421141428807201
2632,LLL-G,WM3,50,Collector_33kV,Validation,-0.0014551464263561247,-0.022968814237025622,-0.03439259516808297,9.782734423865877,9.108734337588102,10.196143588749585
2633,LLL-G,WM1,50,PCC_132kV,Validation,0.04962055292568948,-0.0010685618358952703,0.030228861814037167,10.999836252854596,9.683412308171473,8.430610929062393
2634,LL-G,WM2,10,Generator_690V,Train,0.13526062483759602,0.1856910104172942,1.1967599150759238,5.9055338730305165,6.132514558066511,0.42824666440006054
2635,LLL,WM3,50,Generator_690V,Train,0.3581105188050743,0.356412310112093,0.3123807980717075,7.403621772600597,6.6533891942486605,6.583846001305265
2636,Normal,WM1,N/A,Generator_690V,Train,0.9470393239055525,0.965472947384187,1.074835520372299,0.5335968173440576,0.5332372333223985,0.4774277368387865
2637,LL-G,WM3,0.01,Collector_33kV,Test,0.19121220273766276,0.23695700728745514,1.2389280176988349,5.723965459470227,5.029165017467199,0.36582360854482465
2638,L-G,WM2,50,Generator_690V,Train,0.04486118130898405,1.1697063255217073,1.0957764688210607,5.910483612633115,0.5201492323133274,0.7076796585329547
2639,LLL-G,WM3,50,Collector_33kV,Test,0.032466389417771295,0.0014185027276167707,-0.009464156545146563,11.953201499393089,11.599851768796942,9.540050849138463
2640,LL-G,WM1,50,PCC_132kV,Train,0.1384617147441695,0.1030916635781407,1.1979599209348395,6.576236741963539,5.798401140803345,0.5142169400193862
2641,L-G,WM2,0.01,Collector_33kV,Train,0.0782589693566943,1.143934566430521,1.1497334713336937,6.106638959005652,0.6286798852725901,0.46652985320236356
2642,LLL-G,WM1,50,Collector_33kV,Train,0.0071908653126858705,0.008905629630369682,-0.019059699742830016,9.525823065919807,9.956583571500385,9.509136582640515
2643,LLL-G,WM3,0.01,Collector_33kV,Train,0.01030636214507809,0.020117098916328784,0.005018421174791298,8.44587300576944,8.619869663408533,10.875962138028422
2644,LLL,WM2,0.01,Collector_33kV,Test,0.3078452113813341,0.408028580438406,0.4353080924142558,7.317720801846049,6.2320367234116825,7.813549389227875
2645,LLL-G,WM2,50,PCC_132kV,Train,0.012032450410359406,-0.02014949462442226,0.028542836232377935,10.519512478445389,10.029221014748511,8.533616450008926
2646,LLL-G,WM2,0.01,Collector_33kV,Test,-0.010689005519239734,-0.007266718601331465,0.008097583451014228,9.01563147013797,7.456769858758117,9.390671008354676
2647,LLL-G,WM1,10,PCC_132kV,Validation,-0.013852420239763456,0.013570934737930534,-0.007292213259345086,10.000728327446977,11.934403671340693,10.256225002964479
2648,LL-G,WM2,10,Collector_33kV,Train,0.2882174258058568,0.12371475973490084,1.1697163169953368,5.709788974607287,5.9319183418247485,0.28108843302687986
2649,Normal,WM1,N/A,Generator_690V,Train,0.9968660451363414,0.9541904042259379,0.9752517259815964,0.4727155453659869,0.3244494411295372,0.5455646910088595
2650,LLL-G,WM1,50,Collector_33kV,Train,0.017021386175373927,-0.013148265057326308,0.004960017456007012,10.20222607181931,8.576064625783493,9.663496130775577
2651,LLL,WM2,10,PCC_132kV,Train,0.3506233536633958,0.3341867589949279,0.4127448784714163,6.570540504681253,8.416574602025158,5.938215957060921
2652,L-G,WM2,10,Generator_690V,Train,0.1266662515307174,1.1964036003330343,1.1917984962136137,5.102494573654455,0.46837234568090824,0.41864574272944644
2653,LLL-G,WM3,50,PCC_132kV,Train,-0.012033966026007094,-0.03754791922928065,0.0023691976810428315,12.228634389315305,10.247687511575629,10.109103708272327
2654,LL-G,WM2,0.01,PCC_132kV,Train,0.24490585079092525,0.14522335464622313,1.2228674342380448,5.6239075143450785,6.024245902683674,0.554785084494492
2655,LLL-G,WM1,10,Generator_690V,Validation,0.02881104563553083,0.012387872185841215,-0.00936233270307259,10.387484029948988,10.194600577750416,10.177105023511082
2656,LLL-G,WM1,50,Generator_690V,Test,-0.027065636859952558,-0.011305066408308457,0.001345159227660046,9.451478527966923,9.063121808723357,10.257388672281476
2657,LL-G,WM1,50,Generator_690V,Test,0.13423949097971538,0.10127344492690546,1.2103631864311253,6.513341037235819,5.339708606339989,0.5656089926827522
2658,LLL,WM2,50,Collector_33kV,Test,0.4303021339845518,0.3657648121902318,0.38866007947237236,6.276817063589282,6.635033110700118,6.012839847845022
2659,LLL,WM3,50,Collector_33kV,Train,0.384857387819795,0.4018487833457807,0.47253736298276644,5.741986090936407,7.364565681566174,6.224386258027861
2660,LL-G,WM2,0.01,Collector_33kV,Test,0.12739327054525068,0.19892798643946286,1.1665248220036586,6.129835507965885,5.618492247907646,0.33673819547649253
2661,L-G,WM3,0.01,Collector_33kV,Train,0.08250149598243556,1.1020074848891852,1.1997508789807945,5.074471398120644,0.4709696731264809,0.4810213254095187
2662,LL-G,WM2,10,Generator_690V,Train,0.3066163075404231,0.1464952727317188,1.2021150711042183,7.05589117531582,5.688528130675793,0.5190602702832918
2663,Normal,WM1,N/A,Generator_690V,Train,1.0477571160250618,0.9584088895884778,0.9751213750845393,0.5970175082567859,0.5453905229441347,0.42067788027929653
2664,LLL,WM1,50,Generator_690V,Train,0.4302246828154323,0.3157191281341016,0.40049132561210943,7.6059716783421605,6.497433680204332,7.94074778507022
2665,LLL,WM3,0.01,Generator_690V,Train,0.2999769459784308,0.3424307460935608,0.4193041079249126,6.8232925331349525,8.425788314926187,6.8103359854062715
2666,LLL-G,WM3,50,Collector_33kV,Train,-0.01803163267070798,-0.01263624905571225,-0.016485705391029427,10.75101115856045,11.559278057823038,8.88764353124547
2667,LLL,WM2,0.01,Collector_33kV,Train,0.25087290437983095,0.34990592203689125,0.43437322260950223,5.926896310763145,6.844875457672272,6.241287724718454
2668,LL-G,WM2,0.01,Collector_33kV,Train,0.09605745193357051,0.1560978511688023,1.1623828748396206,5.5688792385967725,5.732162141670124,0.5516059283820196
2669,LL-G,WM1,10,PCC_132kV,Train,0.14724882260408254,0.18100865633870794,1.1567130635801528,5.740582035267,5.740501276373592,0.5940300374416188
2670,LLL-G,WM2,10,Generator_690V,Train,0.02831327727194,0.0024013189642585063,-0.019779784426548222,10.978187366500993,12.46914256225648,10.957101036801852
2671,LLL-G,WM3,50,PCC_132kV,Validation,-0.005737049513044481,8.276567387394015e-05,0.011050908761670733,11.445814826562042,9.10228855607832,9.3576586066049
2672,LLL,WM2,10,PCC_132kV,Train,0.4132054284853249,0.40395862415251543,0.37415588241492664,7.781126933205703,6.005073933623919,6.842875811433388
2673,LLL,WM3,50,Generator_690V,Train,0.4502346443367499,0.4220669542572084,0.3744354611625503,6.5304711363734205,7.536203267867464,7.137599647064222
2674,Normal,WM1,N/A,Generator_690V,Train,0.9507136976832228,0.9966410854975323,1.0574836009439375,0.39015907820374474,0.411428620020031,0.5915653804258344
2675,LLL,WM1,10,PCC_132kV,Train,0.3144502388701495,0.3553598772131684,0.40207234600697933,6.313708079806781,7.207554300201231,6.13835987396404
2676,Normal,WM3,N/A,PCC_132kV,Test,1.0252023257758922,0.9642120005444624,1.0148288469265152,0.43808770517500684,0.4375165381565518,0.6186415590517609
2677,LLL-G,WM3,10,Collector_33kV,Test,-0.0024519666552159053,0.019944392284995296,-0.0078890586226265,8.892531986898765,10.853472964392672,9.986090433591636
2678,LLL,WM2,50,Collector_33kV,Test,0.4263021609669913,0.3525534508449446,0.33267374751885925,6.60300158903178,7.962453929919115,7.127651961620219
2679,L-G,WM3,10,PCC_132kV,Train,0.016401376410372398,1.1387540230222324,1.17303944241307,4.83183981408524,0.30944266470274695,0.40183092838429224
2680,Normal,WM1,N/A,Generator_690V,Train,0.973487119081378,1.034102603285631,1.0633825755593986,0.34934747419608847,0.3898713510160172,0.4011127652364416
2681,LL-G,WM1,0.01,PCC_132kV,Validation,0.15112244598527136,0.14641442418122952,1.2402900607074951,6.560983868713913,5.933683544542758,0.35310706633835387
2682,L-G,WM2,50,Generator_690V,Train,0.07636538611382142,1.1399456032199815,1.1303303781022132,4.532757325845249,0.6056164043810036,0.5526148825123346
2683,Normal,WM1,N/A,Generator_690V,Train,0.9603563583868828,1.0743623077667963,1.0144364001504917,0.39957094365057466,0.5732151226054736,0.4509127105106434
2684,L-G,WM1,50,PCC_132kV,Train,0.04649207682465698,1.0881523370778576,1.194835388918435,5.687589528803622,0.4923074244220845,0.43943316182414877
2685,Normal,WM1,N/A,Generator_690V,Train,0.9946484820022721,0.9709973379314979,0.9421441690643364,0.3818018003931781,0.6007304357473262,0.4468068491707908
2686,LLL-G,WM3,50,Generator_690V,Train,0.012908636433553656,-0.024981102817425677,-0.0005136683941978757,11.549100463979668,8.81485206908665,8.545740459307721
2687,L-G,WM1,50,Collector_33kV,Test,0.11335681482308654,1.129006291885782,1.1165316880440623,5.936788196948568,0.7933605706171273,0.4712515830095128
2688,LLL-G,WM1,10,Collector_33kV,Train,0.0231754451829933,0.04524306877181666,-0.01543758589807699,12.743402050619085,11.585651036881165,10.047872773118705
2689,LLL,WM2,0.01,PCC_132kV,Train,0.45951317867893554,0.4069056055020573,0.48926569229168276,6.845528592128235,6.876707016948007,6.891121243122876
2690,LL-G,WM1,50,PCC_132kV,Validation,0.14988310510927128,0.10912304359120673,1.2223479403284578,5.360449814369489,6.1548183075552085,0.3390405357496755
2691,LLL,WM2,50,Collector_33kV,Train,0.3997808229044565,0.4055574949592398,0.4080389072654291,7.366417656411891,7.0863013999106945,6.595314372078412
2692,LLL-G,WM2,10,Collector_33kV,Train,0.012195570310267821,-0.028282819503359057,-0.011339342100406278,11.522326238734738,11.517788124793789,10.228212977871456
2693,LLL-G,WM2,10,PCC_132kV,Train,0.005745273114853808,-0.00775498290210232,-0.009669118382620615,11.740621568644293,11.21128363962598,10.04347594010978
2694,LL-G,WM3,50,PCC_132kV,Train,0.06306441397347366,0.14684898808507665,1.2385189817618274,6.659846178962944,6.88711286225729,0.6502649221670092
2695,LLL-G,WM2,10,PCC_132kV,Train,0.01601342687314801,-0.01737047384976338,-0.011745690359901475,9.478318366835632,8.012261530991603,9.063624551522633
2696,Normal,WM1,N/A,Generator_690V,Train,0.9482378838790313,1.0119702250267688,0.9333435822611097,0.5995973678846446,0.5023385214658508,0.7632386204677499
